Pool Price,,,
,,,
,,,
,,,
Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
12/24/2020 17,33.42,38.27,10513
12/24/2020 18,36.71,38.27,10800
12/24/2020 19,32.47,38.27,10556
12/24/2020 20,29.49,38.27,10349
12/24/2020 21,29.46,38.26,10198
12/24/2020 22,29.48,38.25,10071
12/24/2020 23,29.5,38.25,9877
12/24/2020 24,29.44,38.24,9612
12/25/2020 01,29.34,38.24,9451
12/25/2020 02,29.3,38.25,9259
12/25/2020 03,29.48,38.25,9232
12/25/2020 04,29.58,38.25,9191
12/25/2020 05,29.51,38.25,9140
12/25/2020 06,31.53,38.26,9300
12/25/2020 07,34.48,38.26,9423
12/25/2020 08,34.51,38.25,9663
12/25/2020 09,34.99,38.23,9907
12/25/2020 10,36.75,38.19,10048
12/25/2020 11,36.22,38.15,10104
12/25/2020 12,34.66,38.14,10155
12/25/2020 13,34.59,38.14,10219
12/25/2020 14,34.69,38.14,10246
12/25/2020 15,36.8,38.15,10301
12/25/2020 16,37.04,38.15,10403
12/25/2020 17,44.54,38.16,10701
12/25/2020 18,41.3,38.17,10829
12/25/2020 19,36.86,38.17,10548
12/25/2020 20,38.36,38.18,10343
12/25/2020 21,36.9,38.18,10230
12/25/2020 22,36.96,38.19,10131
12/25/2020 23,36.89,38.19,9928
12/25/2020 24,39.07,38.2,9714
12/26/2020 01,35.09,38.21,9576
12/26/2020 02,35.23,38.21,9435
12/26/2020 03,35.96,38.22,9335
12/26/2020 04,37.71,38.23,9272
12/26/2020 05,36.88,38.23,9295
12/26/2020 06,36.99,38.24,9367
12/26/2020 07,39.12,38.24,9492
12/26/2020 08,37.21,38.24,9659
12/26/2020 09,37.21,38.24,9889
12/26/2020 10,38.95,38.24,9984
12/26/2020 11,37.07,38.24,10083
12/26/2020 12,38.7,38.24,10197
12/26/2020 13,38.44,38.24,10230
12/26/2020 14,38.46,38.25,10247
12/26/2020 15,38.02,38.25,10256
12/26/2020 16,35.74,38.25,10297
12/26/2020 17,35.77,38.25,10511
12/26/2020 18,37.31,38.26,10713
12/26/2020 19,37.29,38.26,10571
12/26/2020 20,38.26,38.26,10393
12/26/2020 21,38.46,38.27,10322
12/26/2020 22,38.48,38.27,10159
12/26/2020 23,37.51,38.28,9952
12/26/2020 24,38.54,38.28,9771
12/27/2020 01,36.92,38.29,9630
12/27/2020 02,36.89,38.29,9507
12/27/2020 03,36.77,38.3,9426
12/27/2020 04,36.72,38.31,9391
12/27/2020 05,36.67,38.31,9392
12/27/2020 06,36.75,38.32,9427
12/27/2020 07,36.65,38.32,9506
12/27/2020 08,34.93,38.32,9740
12/27/2020 09,36.58,38.32,9957
12/27/2020 10,36.8,38.32,10088
12/27/2020 11,36.89,38.32,10223
12/27/2020 12,36.83,38.32,10361
12/27/2020 13,38.61,38.32,10447
12/27/2020 14,38.68,38.33,10431
12/27/2020 15,38.63,38.34,10433
12/27/2020 16,38.82,38.34,10517
12/27/2020 17,44.28,38.35,10858
12/27/2020 18,121.89,38.47,11110
12/27/2020 19,37.96,38.47,10972
12/27/2020 20,37.24,38.48,10796
12/27/2020 21,37.19,38.48,10577
12/27/2020 22,34.03,38.48,10376
12/27/2020 23,33.91,38.49,10175
12/27/2020 24,33.97,38.5,9974
12/28/2020 01,34.64,38.5,9821
12/28/2020 02,34.64,38.51,9747
12/28/2020 03,34.53,38.52,9691
12/28/2020 04,34.59,38.52,9681
12/28/2020 05,34.51,38.53,9682
12/28/2020 06,34.51,38.54,9760
12/28/2020 07,34.51,38.55,9943
12/28/2020 08,34.48,38.56,10227
12/28/2020 09,34.64,38.56,10466
12/28/2020 10,34.97,38.57,10549
12/28/2020 11,36.52,38.58,10633
12/28/2020 12,38.11,38.58,10637
12/28/2020 13,38.01,38.58,10607
12/28/2020 14,37.97,38.58,10568
12/28/2020 15,37.66,38.58,10514
12/28/2020 16,35.34,38.58,10537
12/28/2020 17,37.94,38.57,10846
12/28/2020 18,38.63,38.48,11172
12/28/2020 19,38.5,38.42,10956
12/28/2020 20,36.18,38.42,10806
12/28/2020 21,36.16,38.41,10621
12/28/2020 22,35.59,38.41,10402
12/28/2020 23,34.45,38.41,10194
12/28/2020 24,37.75,38.41,9958
12/29/2020 01,32.94,38.41,9771
12/29/2020 02,32.86,38.41,9591
12/29/2020 03,32.86,38.42,9529
12/29/2020 04,32.91,38.42,9555
12/29/2020 05,32.97,38.43,9584
12/29/2020 06,32.97,38.43,9672
12/29/2020 07,35.5,38.44,9928
12/29/2020 08,33.2,38.44,10252
12/29/2020 09,35.81,38.44,10563
12/29/2020 10,36.02,38.45,10600
12/29/2020 11,38.55,38.45,10642
12/29/2020 12,37.38,38.45,10703
12/29/2020 13,38.72,38.46,10658
12/29/2020 14,38.68,38.46,10643
12/29/2020 15,36.43,38.46,10605
12/29/2020 16,38.74,38.46,10663
12/29/2020 17,46.84,38.47,10988
12/29/2020 18,59.01,38.5,11269
12/29/2020 19,42.05,38.51,11102
12/29/2020 20,39.51,38.52,10941
12/29/2020 21,38.57,38.52,10764
12/29/2020 22,37.13,38.52,10561
12/29/2020 23,34.53,38.52,10256
12/29/2020 24,29.63,38.51,9965
12/30/2020 01,29.74,38.51,9817
12/30/2020 02,29.72,38.52,9680
12/30/2020 03,29.73,38.52,9610
12/30/2020 04,29.66,38.52,9585
12/30/2020 05,29.65,38.52,9616
12/30/2020 06,29.6,38.52,9714
12/30/2020 07,29.6,38.52,9953
12/30/2020 08,31.87,38.51,10248
12/30/2020 09,33.86,38.51,10493
12/30/2020 10,34.38,38.51,10544
12/30/2020 11,35.54,38.5,10628
12/30/2020 12,35.54,38.5,10613
12/30/2020 13,35.1,38.5,10590
12/30/2020 14,34.04,38.49,10519
12/30/2020 15,34.77,38.49,10535
12/30/2020 16,35.61,38.49,10598
12/30/2020 17,37.92,38.49,10872
12/30/2020 18,38.35,38.5,11154
12/30/2020 19,37.82,38.5,10987
12/30/2020 20,35.91,38.51,10826
12/30/2020 21,36.91,38.51,10687
12/30/2020 22,36.22,38.52,10462
12/30/2020 23,34.02,38.52,10178
12/30/2020 24,35.52,38.53,9908
12/31/2020 01,33.49,38.53,9701
12/31/2020 02,34.62,38.54,9548
12/31/2020 03,35.49,38.54,9458
12/31/2020 04,36.3,38.54,9426
12/31/2020 05,36.51,38.54,9455
12/31/2020 06,36.89,38.54,9582
12/31/2020 07,38.4,38.54,9803
12/31/2020 08,37.35,38.54,10104
12/31/2020 09,38.5,38.54,10336
12/31/2020 10,38.71,38.54,10451
12/31/2020 11,61.27,38.58,10476
12/31/2020 12,43.55,38.59,10508
12/31/2020 13,33.44,38.58,10487
12/31/2020 14,33.17,38.56,10343
12/31/2020 15,32.99,38.55,10260
12/31/2020 16,32.99,38.55,10350
12/31/2020 17,34,38.49,10653
12/31/2020 18,34.81,38.49,10996
12/31/2020 19,33.43,38.48,10836
12/31/2020 20,33.13,38.47,10581
12/31/2020 21,32.62,38.47,10385
12/31/2020 22,28.86,38.46,10209
12/31/2020 23,31.28,38.46,10055
12/31/2020 24,31.27,38.46,9858
01/01/2021 01,29.92,38.45,9655
01/01/2021 02,27.48,38.44,9513
01/01/2021 03,28.62,38.44,9437
01/01/2021 04,33.55,38.43,9376
01/01/2021 05,35.36,38.43,9356
01/01/2021 06,38.18,38.43,9403
01/01/2021 07,46.5,38.44,9503
01/01/2021 08,33.79,38.44,9627
01/01/2021 09,33.01,38.43,9775
01/01/2021 10,33.56,38.42,9867
01/01/2021 11,42.19,38.42,9992
01/01/2021 12,40.18,38.43,10127
01/01/2021 13,40.43,38.43,10167
01/01/2021 14,40.18,38.42,10147
01/01/2021 15,40.44,38.38,10132
01/01/2021 16,40.18,38.34,10219
01/01/2021 17,55.61,38.25,10512
01/01/2021 18,96.09,38.23,10787
01/01/2021 19,48.91,38.22,10679
01/01/2021 20,34.16,38.21,10428
01/01/2021 21,32.56,38.2,10295
01/01/2021 22,42.64,38.21,10113
01/01/2021 23,41.45,38.22,9891
01/01/2021 24,35.36,38.22,9646
01/02/2021 01,31.51,38.22,9491
01/02/2021 02,27.17,38.22,9378
01/02/2021 03,26.1,38.22,9317
01/02/2021 04,26.04,38.21,9281
01/02/2021 05,25.97,38.21,9328
01/02/2021 06,25.6,38.2,9356
01/02/2021 07,25.13,38.19,9434
01/02/2021 08,25.68,38.18,9629
01/02/2021 09,26.9,38.16,9814
01/02/2021 10,27.3,38.15,9935
01/02/2021 11,32.07,38.14,10055
01/02/2021 12,32.1,38.14,10123
01/02/2021 13,33.01,38.13,10171
01/02/2021 14,28.8,38.12,10137
01/02/2021 15,34.4,38.12,10075
01/02/2021 16,34.96,38.12,10131
01/02/2021 17,38.18,38.12,10416
01/02/2021 18,41.12,38.12,10721
01/02/2021 19,39.31,38.12,10537
01/02/2021 20,31.2,38.11,10365
01/02/2021 21,32.25,38.11,10224
01/02/2021 22,32.97,38.1,10029
01/02/2021 23,29.26,38.1,9845
01/02/2021 24,30.42,38.1,9637
01/03/2021 01,27.03,38.09,9467
01/03/2021 02,31.4,38.1,9345
01/03/2021 03,28.4,38.1,9261
01/03/2021 04,28.8,38.1,9197
01/03/2021 05,29.26,38.1,9202
01/03/2021 06,31.72,38.11,9247
01/03/2021 07,32.24,38.12,9337
01/03/2021 08,34.1,38.12,9547
01/03/2021 09,39.68,38.13,9763
01/03/2021 10,39.87,38.14,9862
01/03/2021 11,46.35,38.16,10010
01/03/2021 12,42.78,38.17,10095
01/03/2021 13,33.32,38.16,10173
01/03/2021 14,25.99,38.15,10122
01/03/2021 15,25.07,38.14,10069
01/03/2021 16,25.72,38.12,10146
01/03/2021 17,39.44,38.13,10525
01/03/2021 18,53.4,38.15,10907
01/03/2021 19,51.56,38.18,10770
01/03/2021 20,42.1,38.19,10627
01/03/2021 21,43.27,38.2,10437
01/03/2021 22,35.36,38.2,10217
01/03/2021 23,36.42,38.21,9987
01/03/2021 24,33.52,38.21,9731
01/04/2021 01,33.03,38.2,9559
01/04/2021 02,32.78,38.21,9514
01/04/2021 03,32.96,38.21,9448
01/04/2021 04,33.01,38.22,9409
01/04/2021 05,36.55,38.22,9455
01/04/2021 06,40.47,38.24,9574
01/04/2021 07,49.66,38.26,9869
01/04/2021 08,89.73,38.34,10292
01/04/2021 09,184.21,38.55,10473
01/04/2021 10,165.01,38.73,10464
01/04/2021 11,78.6,38.78,10506
01/04/2021 12,88.23,38.85,10654
01/04/2021 13,142.25,38.99,10648
01/04/2021 14,75.16,39.03,10655
01/04/2021 15,91.21,39.07,10670
01/04/2021 16,112.02,39.17,10640
01/04/2021 17,138.83,39.32,10811
01/04/2021 18,173.08,39.51,10957
01/04/2021 19,95.12,39.59,10768
01/04/2021 20,54.04,39.62,10687
01/04/2021 21,51.58,39.63,10530
01/04/2021 22,44.82,39.64,10361
01/04/2021 23,44.15,39.66,10111
01/04/2021 24,39.78,39.67,9867
01/05/2021 01,37.83,39.68,9677
01/05/2021 02,34.04,39.68,9615
01/05/2021 03,33.31,39.69,9557
01/05/2021 04,29.17,39.69,9550
01/05/2021 05,34.68,39.7,9552
01/05/2021 06,36.48,39.71,9641
01/05/2021 07,43.31,39.73,9920
01/05/2021 08,48.73,39.76,10353
01/05/2021 09,48.41,39.79,10658
01/05/2021 10,42.1,39.8,10647
01/05/2021 11,41.88,39.82,10655
01/05/2021 12,41.96,39.83,10661
01/05/2021 13,48.21,39.84,10626
01/05/2021 14,42.66,39.85,10537
01/05/2021 15,42.11,39.86,10522
01/05/2021 16,42.42,39.87,10611
01/05/2021 17,45.65,39.87,10876
01/05/2021 18,45.74,39.86,11055
01/05/2021 19,36.04,39.86,10890
01/05/2021 20,28.77,39.85,10692
01/05/2021 21,29.03,39.84,10545
01/05/2021 22,34.54,39.84,10338
01/05/2021 23,36.51,39.84,10026
01/05/2021 24,36.27,39.85,9766
01/06/2021 01,33.77,39.85,9597
01/06/2021 02,28.44,39.85,9492
01/06/2021 03,28.75,39.85,9417
01/06/2021 04,28.26,39.85,9389
01/06/2021 05,35.2,39.86,9392
01/06/2021 06,35.54,39.86,9516
01/06/2021 07,45.48,39.88,9837
01/06/2021 08,45.22,39.89,10247
01/06/2021 09,46.68,39.91,10517
01/06/2021 10,35.01,39.91,10541
01/06/2021 11,40.59,39.91,10564
01/06/2021 12,42.45,39.91,10561
01/06/2021 13,43.31,39.93,10529
01/06/2021 14,40.06,39.93,10415
01/06/2021 15,41.05,39.95,10395
01/06/2021 16,36.55,39.95,10395
01/06/2021 17,41.22,39.96,10645
01/06/2021 18,45.26,39.97,10909
01/06/2021 19,39.01,39.98,10721
01/06/2021 20,37.95,39.98,10530
01/06/2021 21,31.1,39.98,10321
01/06/2021 22,30.47,39.97,10098
01/06/2021 23,34.77,39.98,9843
01/06/2021 24,39.9,39.99,9577
01/07/2021 01,43.67,40.01,9411
01/07/2021 02,42.78,40.02,9344
01/07/2021 03,39.98,40.03,9303
01/07/2021 04,39.64,40.05,9272
01/07/2021 05,40.81,40.06,9325
01/07/2021 06,41,40.07,9532
01/07/2021 07,43.3,40.08,9869
01/07/2021 08,43.16,40.09,10312
01/07/2021 09,47.2,40.1,10570
01/07/2021 10,51.28,40.12,10605
01/07/2021 11,52.41,40.14,10610
01/07/2021 12,85.2,40.21,10593
01/07/2021 13,103.57,40.3,10508
01/07/2021 14,71.07,40.35,10482
01/07/2021 15,83.37,40.41,10494
01/07/2021 16,429.26,40.95,10370
01/07/2021 17,357.59,41.4,10488
01/07/2021 18,442.81,41.96,10744
01/07/2021 19,97.98,42.02,10647
01/07/2021 20,53.02,42.01,10645
01/07/2021 21,44.45,42,10475
01/07/2021 22,44.11,42.01,10270
01/07/2021 23,40.01,42.01,10004
01/07/2021 24,41.96,42.01,9801
01/08/2021 01,40.83,42.01,9628
01/08/2021 02,39.06,42.01,9545
01/08/2021 03,37.58,42.01,9501
01/08/2021 04,35.32,42,9509
01/08/2021 05,30,42,9537
01/08/2021 06,34.99,42,9673
01/08/2021 07,35.65,42,10035
01/08/2021 08,36.85,42,10543
01/08/2021 09,38.93,42,10840
01/08/2021 10,38.55,42,10864
01/08/2021 11,38.8,42,10861
01/08/2021 12,38.92,42.01,10816
01/08/2021 13,39.38,42.01,10751
01/08/2021 14,39.47,42.01,10618
01/08/2021 15,40.18,42.02,10541
01/08/2021 16,39.96,42.02,10545
01/08/2021 17,39.35,41.99,10714
01/08/2021 18,39.87,41.49,11023
01/08/2021 19,35.84,41.4,10944
01/08/2021 20,33.22,41.36,10834
01/08/2021 21,31.55,41.25,10637
01/08/2021 22,35.23,41.23,10412
01/08/2021 23,35.36,41.23,10249
01/08/2021 24,35.9,41.22,10014
01/09/2021 01,38.11,41.22,9833
01/09/2021 02,37.98,41.21,9715
01/09/2021 03,37.95,41.21,9637
01/09/2021 04,38.05,41.22,9581
01/09/2021 05,38.38,41.22,9604
01/09/2021 06,38.18,41.22,9658
01/09/2021 07,39.56,41.22,9786
01/09/2021 08,38.62,41.22,9980
01/09/2021 09,39.79,41.21,10155
01/09/2021 10,38.39,41.21,10268
01/09/2021 11,35.85,41.21,10320
01/09/2021 12,40.65,41.21,10342
01/09/2021 13,40.35,41.22,10296
01/09/2021 14,35.39,41.21,10220
01/09/2021 15,39.42,41.22,10122
01/09/2021 16,35.66,41.2,10172
01/09/2021 17,43.81,41.14,10459
01/09/2021 18,51.1,41.09,10822
01/09/2021 19,39.94,41.09,10670
01/09/2021 20,37.03,41.09,10520
01/09/2021 21,28.12,41.07,10384
01/09/2021 22,36.7,41.07,10218
01/09/2021 23,32.44,41.06,9981
01/09/2021 24,37.45,41.06,9769
01/10/2021 01,37.8,41.06,9620
01/10/2021 02,37.29,41.06,9549
01/10/2021 03,32.06,41.05,9461
01/10/2021 04,36.9,41.05,9427
01/10/2021 05,37.09,41.05,9446
01/10/2021 06,37.12,41.04,9508
01/10/2021 07,37.15,41.03,9595
01/10/2021 08,26.08,41.01,9745
01/10/2021 09,30,40.98,9889
01/10/2021 10,36.94,40.94,9988
01/10/2021 11,39.09,40.9,10127
01/10/2021 12,38.89,40.84,10237
01/10/2021 13,39.74,40.82,10241
01/10/2021 14,39.1,40.79,10221
01/10/2021 15,39.98,40.78,10175
01/10/2021 16,42.01,40.75,10259
01/10/2021 17,47.56,40.7,10546
01/10/2021 18,75.82,40.55,10908
01/10/2021 19,54.67,40.4,10818
01/10/2021 20,40.62,40.36,10680
01/10/2021 21,39.46,40.35,10502
01/10/2021 22,40.28,40.36,10269
01/10/2021 23,39.91,40.36,9963
01/10/2021 24,39.26,40.36,9662
01/11/2021 01,37.92,40.37,9499
01/11/2021 02,38.24,40.37,9428
01/11/2021 03,36.54,40.37,9350
01/11/2021 04,35.12,40.37,9268
01/11/2021 05,31.7,40.37,9318
01/11/2021 06,37.38,40.37,9503
01/11/2021 07,39.83,40.38,9884
01/11/2021 08,40.63,40.39,10396
01/11/2021 09,44.02,40.41,10614
01/11/2021 10,40.55,40.41,10565
01/11/2021 11,46.64,40.43,10601
01/11/2021 12,40.57,40.43,10570
01/11/2021 13,39.66,40.43,10555
01/11/2021 14,36.55,40.43,10493
01/11/2021 15,34.15,40.43,10466
01/11/2021 16,33.53,40.43,10506
01/11/2021 17,39.46,40.43,10704
01/11/2021 18,39.91,40.44,10940
01/11/2021 19,39.66,40.44,10720
01/11/2021 20,39.63,40.44,10556
01/11/2021 21,30.2,40.44,10402
01/11/2021 22,35.59,40.43,10168
01/11/2021 23,35.67,40.43,9835
01/11/2021 24,36.51,40.44,9588
01/12/2021 01,34.47,40.43,9400
01/12/2021 02,27.57,40.43,9263
01/12/2021 03,34.48,40.43,9156
01/12/2021 04,39.6,40.43,9124
01/12/2021 05,39.9,40.44,9158
01/12/2021 06,40.08,40.44,9292
01/12/2021 07,56.23,40.47,9725
01/12/2021 08,126.59,40.59,10242
01/12/2021 09,66.91,40.63,10529
01/12/2021 10,74.75,40.68,10553
01/12/2021 11,40.43,40.68,10606
01/12/2021 12,39.85,40.64,10653
01/12/2021 13,39.69,40.6,10585
01/12/2021 14,40.46,40.59,10522
01/12/2021 15,40.48,40.6,10446
01/12/2021 16,41.7,40.6,10476
01/12/2021 17,41.08,40.6,10662
01/12/2021 18,46.16,40.39,10892
01/12/2021 19,41.82,40.32,10706
01/12/2021 20,43.01,40.32,10595
01/12/2021 21,39.91,40.32,10405
01/12/2021 22,39.82,40.33,10181
01/12/2021 23,39.76,40.33,9901
01/12/2021 24,39.8,40.34,9626
01/13/2021 01,39.89,40.34,9476
01/13/2021 02,38.61,40.35,9326
01/13/2021 03,34.94,40.35,9308
01/13/2021 04,30.85,40.34,9296
01/13/2021 05,31.71,40.34,9334
01/13/2021 06,33.42,40.34,9494
01/13/2021 07,39.37,40.34,9812
01/13/2021 08,38.76,40.34,10338
01/13/2021 09,45.18,40.35,10620
01/13/2021 10,44.64,40.36,10627
01/13/2021 11,60.1,40.39,10673
01/13/2021 12,47.95,40.4,10712
01/13/2021 13,71.6,40.45,10747
01/13/2021 14,51.66,40.47,10741
01/13/2021 15,45,40.48,10673
01/13/2021 16,46.46,40.49,10746
01/13/2021 17,46.46,40.5,10872
01/13/2021 18,40.72,40.51,10970
01/13/2021 19,38.03,40.52,10783
01/13/2021 20,37.91,40.53,10589
01/13/2021 21,39.38,40.54,10414
01/13/2021 22,35.01,40.54,10188
01/13/2021 23,28.22,40.53,9878
01/13/2021 24,28.16,40.53,9627
01/14/2021 01,27.37,40.52,9475
01/14/2021 02,27.76,40.52,9378
01/14/2021 03,27.68,40.52,9327
01/14/2021 04,27.02,40.51,9325
01/14/2021 05,26.35,40.51,9368
01/14/2021 06,26.33,40.49,9553
01/14/2021 07,27.88,40.48,9888
01/14/2021 08,28.38,40.47,10363
01/14/2021 09,38.66,40.47,10608
01/14/2021 10,40.02,40.47,10567
01/14/2021 11,40.09,40.48,10564
01/14/2021 12,39.26,40.48,10532
01/14/2021 13,40.01,40.49,10472
01/14/2021 14,40.02,40.49,10407
01/14/2021 15,39.5,40.5,10379
01/14/2021 16,64.11,40.53,10418
01/14/2021 17,121.25,40.64,10654
01/14/2021 18,156.41,40.78,10866
01/14/2021 19,61.27,40.82,10780
01/14/2021 20,41.4,40.83,10759
01/14/2021 21,49.1,40.85,10634
01/14/2021 22,41.94,40.86,10388
01/14/2021 23,39.55,40.87,10081
01/14/2021 24,39.68,40.88,9828
01/15/2021 01,39.74,40.9,9638
01/15/2021 02,32.04,40.9,9547
01/15/2021 03,26.94,40.9,9459
01/15/2021 04,26.84,40.89,9432
01/15/2021 05,26.75,40.89,9459
01/15/2021 06,29.13,40.89,9582
01/15/2021 07,39.75,40.9,9893
01/15/2021 08,40.07,40.91,10315
01/15/2021 09,44.33,40.92,10590
01/15/2021 10,40.16,40.93,10619
01/15/2021 11,40.17,40.93,10671
01/15/2021 12,40.16,40.94,10594
01/15/2021 13,40.06,40.95,10575
01/15/2021 14,40.16,40.95,10522
01/15/2021 15,42.02,40.96,10428
01/15/2021 16,45,40.97,10389
01/15/2021 17,47.19,40.98,10561
01/15/2021 18,54.64,41,10831
01/15/2021 19,41.89,41,10695
01/15/2021 20,39.87,41.01,10472
01/15/2021 21,35.41,41.01,10314
01/15/2021 22,35.32,41,10157
01/15/2021 23,36.17,41.01,9935
01/15/2021 24,35.46,41.01,9595
01/16/2021 01,27.14,41,9352
01/16/2021 02,25.35,40.98,9216
01/16/2021 03,25.09,40.97,9173
01/16/2021 04,25.76,40.96,9176
01/16/2021 05,31.51,40.96,9167
01/16/2021 06,29.89,40.96,9235
01/16/2021 07,36.04,40.96,9348
01/16/2021 08,25.74,40.95,9553
01/16/2021 09,26.56,40.94,9775
01/16/2021 10,30,40.93,9833
01/16/2021 11,27.45,40.92,9908
01/16/2021 12,38.3,40.92,9995
01/16/2021 13,40.04,40.93,10011
01/16/2021 14,40.05,40.94,9974
01/16/2021 15,46.12,40.95,9955
01/16/2021 16,46.07,40.97,10030
01/16/2021 17,102.58,41.06,10187
01/16/2021 18,58.25,41.09,10587
01/16/2021 19,43.7,41.1,10498
01/16/2021 20,39.87,41.11,10336
01/16/2021 21,39.4,41.12,10164
01/16/2021 22,39.2,41.12,9996
01/16/2021 23,34.13,41.11,9740
01/16/2021 24,39.33,41.12,9525
01/17/2021 01,37.57,41.12,9373
01/17/2021 02,30.59,41.1,9278
01/17/2021 03,36.53,41.1,9226
01/17/2021 04,36.53,41.09,9229
01/17/2021 05,35.85,41.09,9258
01/17/2021 06,39.82,41.09,9343
01/17/2021 07,39.95,41.1,9471
01/17/2021 08,38.2,41.1,9662
01/17/2021 09,39.83,41.11,9898
01/17/2021 10,40.02,41.12,10011
01/17/2021 11,40.02,41.13,10148
01/17/2021 12,39.99,41.14,10261
01/17/2021 13,40.02,41.15,10254
01/17/2021 14,39.95,41.16,10244
01/17/2021 15,39.89,41.17,10245
01/17/2021 16,43.26,41.18,10265
01/17/2021 17,45.64,41.2,10481
01/17/2021 18,47.83,41.22,10818
01/17/2021 19,39.78,41.23,10656
01/17/2021 20,40.65,41.24,10515
01/17/2021 21,39.88,41.25,10366
01/17/2021 22,39.83,41.26,10107
01/17/2021 23,39.8,41.27,9840
01/17/2021 24,39.73,41.29,9571
01/18/2021 01,39.7,41.3,9350
01/18/2021 02,39.66,41.31,9268
01/18/2021 03,39.69,41.33,9194
01/18/2021 04,42.55,41.35,9194
01/18/2021 05,46.93,41.37,9290
01/18/2021 06,47.11,41.39,9463
01/18/2021 07,159.03,41.57,9771
01/18/2021 08,136.7,41.72,10218
01/18/2021 09,296.36,42.08,10474
01/18/2021 10,151.62,42.24,10447
01/18/2021 11,62.19,42.28,10531
01/18/2021 12,48.48,42.3,10640
01/18/2021 13,57.38,42.33,10671
01/18/2021 14,56.04,42.36,10624
01/18/2021 15,53.56,42.39,10621
01/18/2021 16,50.23,42.41,10621
01/18/2021 17,58.62,42.44,10761
01/18/2021 18,110,42.54,10981
01/18/2021 19,74.31,42.59,10831
01/18/2021 20,56.31,42.62,10728
01/18/2021 21,50.52,42.64,10546
01/18/2021 22,48.83,42.66,10321
01/18/2021 23,45.08,42.67,10047
01/18/2021 24,44.83,42.7,9814
01/19/2021 01,43.73,42.72,9638
01/19/2021 02,40.11,42.73,9582
01/19/2021 03,38.04,42.75,9551
01/19/2021 04,37.02,42.76,9569
01/19/2021 05,34.87,42.77,9603
01/19/2021 06,31.03,42.78,9747
01/19/2021 07,35.22,42.78,10093
01/19/2021 08,33.84,42.79,10538
01/19/2021 09,44.55,42.81,10673
01/19/2021 10,44.52,42.83,10652
01/19/2021 11,44.55,42.85,10680
01/19/2021 12,44.51,42.87,10719
01/19/2021 13,44.45,42.89,10715
01/19/2021 14,43.44,42.9,10655
01/19/2021 15,44.28,42.92,10605
01/19/2021 16,44.39,42.94,10582
01/19/2021 17,46.97,42.95,10658
01/19/2021 18,76.37,43.01,10817
01/19/2021 19,43.75,43.02,10655
01/19/2021 20,46.99,43.04,10477
01/19/2021 21,43.14,43.05,10117
01/19/2021 22,41.19,43.06,9860
01/19/2021 23,30.72,43.06,9639
01/19/2021 24,31.03,43.06,9461
01/20/2021 01,32.68,43.06,9424
01/20/2021 02,34.66,43.07,9326
01/20/2021 03,32.01,43.07,9172
01/20/2021 04,36.07,43.08,9186
01/20/2021 05,37.93,43.08,9265
01/20/2021 06,38.68,43.09,9449
01/20/2021 07,44.51,43.1,9816
01/20/2021 08,44.26,43.11,10307
01/20/2021 09,44.78,43.12,10521
01/20/2021 10,45.72,43.14,10527
01/20/2021 11,45.86,43.14,10558
01/20/2021 12,75.13,43.19,10636
01/20/2021 13,50.59,43.17,10618
01/20/2021 14,50.66,43.06,10590
01/20/2021 15,46.59,42.98,10545
01/20/2021 16,47.77,42.96,10612
01/20/2021 17,49.64,42.95,10746
01/20/2021 18,120.94,43.02,10991
01/20/2021 19,48.98,43.03,10899
01/20/2021 20,49.13,43.05,10738
01/20/2021 21,46.69,43.06,10626
01/20/2021 22,45.64,43.07,10406
01/20/2021 23,44.91,43.08,10117
01/20/2021 24,45.1,43.09,9881
01/21/2021 01,44.22,43.1,9700
01/21/2021 02,42.2,43.1,9605
01/21/2021 03,38.05,43.11,9521
01/21/2021 04,36.71,43.11,9503
01/21/2021 05,38.35,43.12,9528
01/21/2021 06,38.64,43.14,9571
01/21/2021 07,44.06,43.15,9901
01/21/2021 08,48.41,43.17,10363
01/21/2021 09,53.83,43.19,10567
01/21/2021 10,54.08,43.22,10584
01/21/2021 11,57.67,43.24,10591
01/21/2021 12,57.34,43.27,10602
01/21/2021 13,57.34,43.3,10626
01/21/2021 14,55.62,43.33,10589
01/21/2021 15,52.22,43.35,10619
01/21/2021 16,52.22,43.37,10619
01/21/2021 17,157.32,43.54,10707
01/21/2021 18,322.67,43.94,10827
01/21/2021 19,57.34,43.97,10804
01/21/2021 20,54.73,43.99,10664
01/21/2021 21,46.14,44,10474
01/21/2021 22,45.02,43.99,10249
01/21/2021 23,43.39,43.99,9977
01/21/2021 24,40.86,44,9725
01/22/2021 01,39.23,44,9577
01/22/2021 02,39.1,44.01,9516
01/22/2021 03,39.05,44.01,9465
01/22/2021 04,38.7,44.01,9477
01/22/2021 05,38.7,44.02,9500
01/22/2021 06,40.31,44.03,9655
01/22/2021 07,43.35,44.04,9967
01/22/2021 08,46.43,44.05,10450
01/22/2021 09,52.63,44.08,10713
01/22/2021 10,61.84,44.12,10682
01/22/2021 11,72.43,44.17,10662
01/22/2021 12,58.43,44.2,10663
